,seller_zip_code_prefix_3_digits,customer_zip_code_prefix_3_digits,frequency,freight_value,delay,phy_dist,efficiency
563,033,034,1,36.62,4.943009259259259,1.9125432193065814,2.5845215989688404
564,033,035,2,8.115,2.0028935185185186,5.1090912907135255,0.392153924421763
565,033,036,5,9.802500000000002,5.021325231481481,5.07929095871344,0.9332662425170687
566,033,038,1,9.34,2.7649189814814816,11.054391913900727,0.25011950028699803
567,033,039,1,11.8,13.79337962962963,5.936243391749034,2.32358727891809
568,033,040,6,10.588,2.735224537037037,9.043471992896608,0.2950162325996626
569,033,041,6,37.776666666666664,3.4036959876543214,9.561565111373788,0.35409964973272867
570,033,043,1,12.09,2.04,13.960627653902348,0.14612523523824292
571,033,044,2,9.34,4.332170138888889,16.967101526927205,0.24545292648042577
572,033,045,3,8.406666666666666,3.9584992283950613,13.03164000649285,0.3090623056456597
573,033,046,6,10.122,2.3432916666666666,16.002493468557,0.14219086406584353
574,033,047,3,10.403333333333332,2.7859220679012346,18.581057306677526,0.148444909671706
575,033,048,4,8.5425,2.9606047453703703,23.828064067903473,0.12804143988370037
576,033,049,4,9.97,6.954895833333333,27.909632542565053,0.24559586303144565
577,033,050,6,11.620000000000001,4.93607638888889,13.145040025938272,0.3906942870954146
578,033,051,6,10.686000000000002,1.9029259259259264,18.200626282419552,0.10949424227245474
579,033,053,6,8.920000000000002,3.623923611111111,19.15141797373527,0.1887898935918284
580,033,054,5,15.392500000000002,2.659791666666667,14.226341518469814,0.19251329759261096
581,033,055,2,27.424999999999997,3.455891203703704,19.420361957908316,0.18397921328080086
582,033,056,4,13.836666666666668,4.694799382716049,16.211227688307243,0.2943246464829188
583,033,057,3,18.12,2.471338734567901,19.95492047751074,0.12455267770258316
584,033,058,3,9.34,8.583703703703703,23.41686171185026,0.3665608060263627
585,033,080,44,11.757857142857139,7.741271494708997,14.596594024579824,0.5259222967228575
586,033,082,2,20.205,13.919172453703704,11.352310098616243,1.226109252900019
587,033,083,2,17.715,17.03570023148148,11.133935646078108,1.71682819085837
588,033,084,4,13.245,8.471640625,16.55289298799778,0.5115758688105455
